N,P,K,temperature,humidity,Soil Moisture,rainfall,label,Term
36,128,204,25.23542319,80.68700527,1400,67.03840888,Bean,Short-term
11,132,197,15.99050693,81.23966573,1400,74.40198861,Bean,Short-term
0,137,195,22.4359017,80.18612085,1400,65.3973168,Bean,Short-term
19,123,200,34.76086052,81.03544763,1400,65.70430027,Bean,Short-term
31,136,197,31.11047251,83.34010951,1400,71.43001582,Bean,Short-term
4,134,200,28.57828803,80.95628959,1400,73.34232097,Bean,Short-term
39,139,201,41.18664903,81.01783402,1400,68.68895899,Bean,Short-term
8,127,196,27.02766138,83.17093908,1400,70.95666003,Bean,Short-term
39,138,203,21.19339319,82.33098331,1400,74.62834921,Bean,Short-term
32,120,204,10.38004759,83.44518113,1400,67.3917379,Bean,Short-term
12,142,203,31.3115978,82.56407013,1400,65.01095312,Bean,Short-term
8,133,195,20.46657776,80.97598029,1400,71.29813872,Bean,Short-term
8,139,199,29.36947679,81.53996362,1400,66.13442813,Bean,Short-term
21,134,202,10.72302459,80.02130636,1400,65.2982112,Bean,Short-term
40,140,195,14.97846952,80.49979873,1400,71.63437433,Bean,Short-term
39,127,202,15.3246651,81.67215994,1400,71.60102999,Bean,Short-term
19,120,195,18.73932187,81.12109244,1400,73.55807954,Bean,Short-term
21,139,201,19.3642553,83.36094029,1400,67.15094741,Bean,Short-term
17,136,195,41.20733624,81.61051026,1400,65.90227462,Bean,Short-term
33,139,203,33.34214482,82.51034633,1400,70.68098614,Bean,Short-term
22,133,201,23.81995682,80.12211649,1400,67.2739864,Bean,Short-term
32,130,196,40.66012294,81.24995984,1400,74.03030056,Bean,Short-term
37,135,205,11.82768186,80.2827185,1400,74.10225057,Bean,Short-term
15,140,195,13.28504331,83.54193816,1400,65.80006004,Bean,Short-term
39,132,196,35.83089092,83.32560104,1400,73.67984885,Bean,Short-term
40,121,199,26.18159716,81.03886263,1400,66.05911698,Bean,Short-term
40,132,202,24.57558351,80.70695797,1400,69.706113,Bean,Short-term
29,142,203,29.67229086,83.71498986,1400,66.48490371,Bean,Short-term
32,121,199,39.37102553,81.25353895,1400,74.08101744,Bean,Short-term
6,140,205,17.66558428,82.92903419,1400,69.8671263,Bean,Short-term
8,120,196,24.06679352,82.66396666,1400,69.81855775,Bean,Short-term
34,133,202,15.31413469,80.09711412,1400,74.82144653,Bean,Short-term
35,135,199,21.77466746,80.54942557,1400,69.39630398,Bean,Short-term
16,145,199,26.91624843,80.76838926,1400,69.30927185,Bean,Short-term
8,136,201,41.65602996,82.22118237,1400,74.19664838,Bean,Short-term
25,129,195,17.98667801,81.17712085,1400,72.37127689,Bean,Short-term
16,130,201,29.12033769,82.79092939,1400,68.8503047,Bean,Short-term
39,129,203,34.38922481,83.18392806,1400,71.03001556,Bean,Short-term
38,135,203,41.36106301,82.79782954,1400,69.92107482,Bean,Short-term
33,120,205,35.12158265,82.26890793,1400,69.71518491,Bean,Short-term
35,125,204,19.6491772,80.15215777,1400,73.69529586,Bean,Short-term
1,132,200,16.27852801,82.94270065,1400,66.57462809,Bean,Short-term
39,140,203,21.11903604,80.63399198,1400,69.27779761,Bean,Short-term
28,145,202,19.2077707,82.9042841,1400,66.83113717,Bean,Short-term
6,128,200,25.96308415,82.57813624,1400,70.31782647,Bean,Short-term
6,139,199,25.67385024,81.6212135,1400,74.10919422,Bean,Short-term
29,122,196,41.94865736,81.15595212,1400,73.06862952,Bean,Short-term
37,144,197,11.18994268,80.8084305,1400,66.34234944,Bean,Short-term
38,120,197,17.5438296,82.94703302,1400,73.77063744,Bean,Short-term
38,141,198,13.05809741,80.28297993,1400,70.75633584,Bean,Short-term
14,121,203,9.724457611,83.74765639,1400,74.46411148,Bean,Short-term
6,125,204,27.92004934,82.93262435,1400,69.92092839,Bean,Short-term
32,138,197,9.535585543,80.73112694,1400,69.44115171,Bean,Short-term
11,124,204,13.42988625,80.06633966,1400,71.40043037,Bean,Short-term
23,138,200,9.851242629,80.22631717,1400,68.42802444,Bean,Short-term
40,143,201,24.97256132,82.72828653,1400,66.70016285,Bean,Short-term
6,142,202,27.23708304,82.94573346,1400,70.42508897,Bean,Short-term
37,124,195,18.70679077,83.4795292,1400,66.5964488,Bean,Short-term
35,134,204,9.949929082,82.55138983,1400,66.00817551,Bean,Short-term
119,25,51,26.47330219,80.92254421,1020,53.65742581,watermelon,Mid-term
119,19,55,25.18780042,83.44621709,1020,46.87420883,watermelon,Mid-term
105,30,50,25.29954705,81.77527562,1020,57.04147057,watermelon,Mid-term
114,8,50,24.74631269,88.30866319,1020,57.95826144,watermelon,Mid-term
93,22,52,26.58740671,81.32563243,1020,41.87540028,watermelon,Mid-term
80,26,55,24.53442564,88.989272,1020,49.11618732,watermelon,Mid-term
85,27,45,26.0713757,88.7285657,1020,57.79652846,watermelon,Mid-term
85,22,53,25.96534238,89.77076659,1020,59.46338556,watermelon,Mid-term
82,22,45,26.22338015,85.34866045,1020,54.60159289,watermelon,Mid-term
118,13,54,24.41311871,89.81574032,1020,44.07843475,watermelon,Mid-term
83,25,53,26.49195283,80.04678201,1020,57.72799157,watermelon,Mid-term
86,15,47,24.04355803,84.18406764,1020,53.78929956,watermelon,Mid-term
101,10,47,25.5421695,83.31883376,1020,57.57343233,watermelon,Mid-term
119,9,50,26.74550678,83.9195902,1020,40.794305,watermelon,Mid-term
104,17,46,25.7131428,80.22972777,1020,43.08961827,watermelon,Mid-term
95,12,51,25.76484262,84.1726996,1020,44.22066914,watermelon,Mid-term
102,14,52,26.79489868,89.64815231,1020,57.74091817,watermelon,Mid-term
109,21,55,24.9004602,89.73524177,1020,57.44942094,watermelon,Mid-term
81,18,50,26.80750629,88.22874955,1020,58.79889057,watermelon,Mid-term
103,17,51,25.11189154,80.02621335,1020,44.20656987,watermelon,Mid-term
105,14,50,26.2148837,87.6883982,1020,59.65590798,watermelon,Mid-term
97,8,52,24.9103226,86.97190046,1020,49.48575692,watermelon,Mid-term
120,19,49,25.79448878,84.26830701,1020,56.45229202,watermelon,Mid-term
95,16,55,25.26931156,87.55055105,1020,40.12650421,watermelon,Mid-term
83,29,52,25.76402693,87.5931128,1020,46.05122728,watermelon,Mid-term
83,9,45,25.85483596,89.13163965,1020,46.85176955,watermelon,Mid-term
91,21,50,24.33528185,81.44030363,1020,48.32113628,watermelon,Mid-term
116,5,54,25.37601283,80.99313508,1020,57.23028471,watermelon,Mid-term
112,28,54,24.86094646,85.05318563,1020,55.29563514,watermelon,Mid-term
88,29,51,24.71885473,88.94568335,1020,48.45978627,watermelon,Mid-term
118,15,45,24.21495706,84.20576992,1020,48.01138482,watermelon,Mid-term
92,21,48,25.81692236,82.043255,1020,54.82963379,watermelon,Mid-term
106,14,45,24.47018505,84.16390229,1020,57.26773002,watermelon,Mid-term
99,5,47,24.13078816,84.84494575,1020,51.19470197,watermelon,Mid-term
98,8,51,26.1793464,86.52258079,1020,49.43050977,watermelon,Mid-term
108,22,46,26.17668721,86.7295205,1020,53.33484977,watermelon,Mid-term
119,7,55,26.03867719,84.6378378,1020,44.3993381,watermelon,Mid-term
117,27,48,26.53259325,82.39053979,1020,54.30660782,watermelon,Mid-term
109,10,53,26.81938687,87.8274604,1020,46.06193778,watermelon,Mid-term
80,16,46,25.50405534,81.40297428,1020,48.47833278,watermelon,Mid-term
100,18,52,26.20234499,80.38266489,1020,56.47941847,watermelon,Mid-term
91,7,53,25.13735887,89.28272716,1020,43.52897517,watermelon,Mid-term
86,6,53,25.92030221,83.47202566,1020,42.10681516,watermelon,Mid-term
107,5,52,26.6634609,89.98405233,1020,57.40847165,watermelon,Mid-term
103,16,49,24.06731461,81.64075303,1020,51.75212401,watermelon,Mid-term
101,20,48,24.6774157,82.75411437,1020,57.05709413,watermelon,Mid-term
85,25,47,26.11440416,87.64081095,1020,58.48160844,watermelon,Mid-term
84,7,51,26.81530456,87.65694462,1020,55.74073582,watermelon,Mid-term
102,28,54,25.15623099,80.27525115,1020,55.49541453,watermelon,Mid-term
98,25,52,25.2801372,83.15393658,1020,49.29456609,watermelon,Mid-term
97,25,50,26.22005978,80.90127035,1020,49.08553937,watermelon,Mid-term
90,16,45,24.92093261,80.61750795,1020,50.55710813,watermelon,Mid-term
95,12,46,26.21667586,81.01009354,1020,54.65423596,watermelon,Mid-term
82,23,49,26.81383586,87.21986949,1020,51.70497792,watermelon,Mid-term
82,25,51,24.31334971,87.47409052,1020,48.11248366,watermelon,Mid-term
110,28,46,24.29105004,88.04541346,1020,51.26046418,watermelon,Mid-term
118,21,51,24.42998931,86.33904774,1020,48.58241822,watermelon,Mid-term
120,20,45,25.66576039,88.6984228,1020,54.22722466,watermelon,Mid-term
91,7,52,25.07803672,83.46230461,1020,56.39962921,watermelon,Mid-term
81,6,55,24.88910524,85.87059083,1020,51.70699144,watermelon,Mid-term
101,13,54,25.42900869,82.91481799,1020,56.34144589,watermelon,Mid-term
101,17,55,24.37118217,87.1269128,1020,44.63907691,watermelon,Mid-term
111,6,53,26.4930645,88.59143088,1020,46.06382209,watermelon,Mid-term
107,10,49,25.83202912,89.00481725,1020,45.24690619,watermelon,Mid-term
115,11,46,24.41592661,89.39655519,1020,40.32161859,watermelon,Mid-term
84,25,52,24.37190239,81.2514818,1020,44.20899581,watermelon,Mid-term
120,7,47,24.24782473,83.03687902,1020,54.7657624,watermelon,Mid-term
91,12,46,24.64458469,85.49938185,1020,48.31219031,watermelon,Mid-term
89,22,52,24.89681131,86.10782926,1020,53.14626213,watermelon,Mid-term
113,19,46,25.41864024,81.12122989,1020,49.52320689,watermelon,Mid-term
97,22,50,26.26028739,86.14585891,1020,58.97878791,watermelon,Mid-term
117,30,50,24.90123934,87.20772913,1020,46.59207341,watermelon,Mid-term
90,14,52,24.84740848,89.20454622,1020,59.67927244,watermelon,Mid-term
104,23,47,26.98212846,86.70068316,1020,42.91292205,watermelon,Mid-term
81,16,45,26.90435747,86.25426228,1020,59.75980023,watermelon,Mid-term
88,5,47,25.86475496,86.67468041,1020,41.16554802,watermelon,Mid-term
92,7,45,26.70607759,81.14149505,1020,51.51033554,watermelon,Mid-term
81,18,50,26.44019475,80.91934337,1020,47.81847573,watermelon,Mid-term
111,5,55,26.283443,84.42478917,1020,50.78669728,watermelon,Mid-term
108,23,51,26.84366082,83.85039964,1020,40.228644,watermelon,Mid-term
113,30,50,26.03967219,83.9862443,1020,43.87712348,watermelon,Mid-term
83,10,53,24.92994759,85.00802358,1020,48.75859458,watermelon,Mid-term
101,11,51,25.50736962,84.24340241,1020,44.2068997,watermelon,Mid-term
114,21,55,25.4438391,87.9392312,1020,57.51549686,watermelon,Mid-term
99,6,45,26.12588914,86.5507939,1020,40.71210074,watermelon,Mid-term
92,20,55,25.10474753,87.5267616,1020,59.26519444,watermelon,Mid-term
92,7,48,26.27520631,86.63249555,1020,54.38748495,watermelon,Mid-term
91,24,55,26.27061608,83.09194521,1020,46.76837499,watermelon,Mid-term
110,21,54,26.73690828,87.82430156,1020,47.46447019,watermelon,Mid-term
112,25,51,25.04746944,85.5667282,1020,56.72496677,watermelon,Mid-term
89,25,54,24.69368934,85.56967628,1020,48.99390828,watermelon,Mid-term
100,10,53,24.54356968,84.60808277,1020,42.00660251,watermelon,Mid-term
83,22,54,25.89762315,81.96664832,1020,54.49960057,watermelon,Mid-term
95,14,50,26.6333118,84.31756844,1020,56.31866159,watermelon,Mid-term
119,30,49,25.35794749,80.45846265,1020,47.72078245,watermelon,Mid-term
97,12,47,25.28784623,89.63667876,1020,58.28697664,watermelon,Mid-term
110,7,45,26.63838589,84.69546874,1020,48.32428609,watermelon,Mid-term
96,18,50,25.3310446,84.30533791,1020,41.53218699,watermelon,Mid-term
83,23,55,26.89750174,83.89241484,1020,43.97193745,watermelon,Mid-term
120,24,47,26.98603693,89.4138489,1020,58.54876687,watermelon,Mid-term
115,17,55,27.57826922,94.11878202,1050,28.08253201,pumpkin,Mid-term
114,27,48,27.82054812,93.03555162,1050,26.32405487,pumpkin,Mid-term
101,25,52,29.09910406,94.22237826,1050,22.52497327,pumpkin,Mid-term
118,18,52,28.04943594,90.83130708,1050,20.76223014,pumpkin,Mid-term
95,26,45,29.91690582,94.55695552,1050,28.16057247,pumpkin,Mid-term
81,25,49,29.86895762,93.25103208,1050,26.26243014,pumpkin,Mid-term
117,24,53,29.17220859,92.21405224,1050,21.30290472,pumpkin,Mid-term
114,30,51,29.24908541,90.06998135,1050,25.93496537,pumpkin,Mid-term
113,6,52,27.76317235,90.35567642,1050,25.21609113,pumpkin,Mid-term
108,26,52,28.82629037,94.26765349,1050,26.23838511,pumpkin,Mid-term
81,30,48,28.52379742,92.09688432,1050,29.86681385,pumpkin,Mid-term
115,9,52,29.06785065,90.97685539,1050,29.1194739,pumpkin,Mid-term
83,7,45,29.08417927,90.73891887,1050,25.33014238,pumpkin,Mid-term
84,21,55,28.47090661,94.79453182,1050,21.08484101,pumpkin,Mid-term
109,26,45,28.27973674,90.38971208,1050,21.58992507,pumpkin,Mid-term
95,27,55,28.47212559,91.21322065,1050,20.88620369,pumpkin,Mid-term
119,5,55,29.68846716,94.30111601,1050,26.83924845,pumpkin,Mid-term
110,14,51,27.02415146,91.66737633,1050,21.26034986,pumpkin,Mid-term
82,18,48,29.09588297,94.16748386,1050,26.70581328,pumpkin,Mid-term
87,14,48,29.69238699,92.58862544,1050,29.1102594,pumpkin,Mid-term
85,9,53,28.20619412,92.86798698,1050,28.78654515,pumpkin,Mid-term
100,6,53,29.05248036,93.92217834,1050,23.66620626,pumpkin,Mid-term
107,12,46,29.57240298,93.61870344,1050,27.56918621,pumpkin,Mid-term
91,13,47,29.10968327,92.43510994,1050,27.95602304,pumpkin,Mid-term
102,25,50,28.20480805,92.91440379,1050,20.36001144,pumpkin,Mid-term
117,25,53,29.11858526,92.12543021,1050,24.52020164,pumpkin,Mid-term
85,21,52,29.62800691,90.10051615,1050,23.69586761,pumpkin,Mid-term
104,25,55,29.81196601,90.36881284,1050,22.68766503,pumpkin,Mid-term
102,24,54,27.72338349,90.93897939,1050,22.81863447,pumpkin,Mid-term
116,25,50,29.26092798,92.92367701,1050,28.70627683,pumpkin,Mid-term
100,17,48,29.72791119,94.29753295,1050,26.52364146,pumpkin,Mid-term
110,25,54,28.91105641,90.78413842,1050,23.44398467,pumpkin,Mid-term
104,25,51,28.96361426,93.88482153,1050,23.56130173,pumpkin,Mid-term
107,11,54,28.59052369,91.33617236,1050,29.44008034,pumpkin,Mid-term
98,26,52,27.33897716,90.69759008,1050,28.69113835,pumpkin,Mid-term
88,17,52,29.90415889,90.75284363,1050,25.37828397,pumpkin,Mid-term
87,25,46,27.42711692,90.02696201,1050,21.7508774,pumpkin,Mid-term
120,8,46,29.55657523,90.70937262,1050,28.36535596,pumpkin,Mid-term
95,13,46,29.84070774,93.76312893,1050,23.28207838,pumpkin,Mid-term
108,22,47,28.53545677,91.72742702,1050,25.1290048,pumpkin,Mid-term
82,13,52,27.11535046,94.86907886,1050,26.51924782,pumpkin,Mid-term
120,23,55,27.84492803,91.60666594,1050,26.47844429,pumpkin,Mid-term
110,22,47,29.03157242,91.82172592,1050,24.93861254,pumpkin,Mid-term
95,23,45,27.82424457,90.56698742,1050,21.19014526,pumpkin,Mid-term
106,10,49,27.72653142,92.00687531,1050,20.21126747,pumpkin,Mid-term
99,12,52,28.69708334,94.30759855,1050,22.21807088,pumpkin,Mid-term
106,20,51,29.73019662,90.97015715,1050,20.49035619,pumpkin,Mid-term
83,11,53,29.54097171,92.91778307,1050,21.9653077,pumpkin,Mid-term
117,19,55,28.80311922,91.78336933,1050,25.16359891,pumpkin,Mid-term
98,26,49,27.29035669,90.53330091,1050,23.49535234,pumpkin,Mid-term
113,20,48,27.46583649,94.87679041,1050,27.27899847,pumpkin,Mid-term
101,17,47,29.49401389,94.72981338,1050,26.30820876,pumpkin,Mid-term
98,7,45,27.79161808,92.51054946,1050,26.85422624,pumpkin,Mid-term
93,22,48,29.12533739,91.52291141,1050,21.90440445,pumpkin,Mid-term
95,21,47,27.93114233,93.56161439,1050,20.66127836,pumpkin,Mid-term
109,12,48,29.45771748,92.12534736,1050,20.76212031,pumpkin,Mid-term
118,12,47,27.96872279,92.17444796,1050,28.94766949,pumpkin,Mid-term
100,14,49,29.48882958,91.07574233,1050,26.01909355,pumpkin,Mid-term
89,9,47,29.47156259,90.77069618,1050,28.75226067,pumpkin,Mid-term
95,16,46,27.0767265,90.14362622,1050,24.4514648,pumpkin,Mid-term
95,7,45,27.30008597,90.80015308,1050,25.09484511,pumpkin,Mid-term
87,6,45,29.82729394,90.79007335,1050,22.84203589,pumpkin,Mid-term
93,20,50,29.93061247,93.22980899,1050,24.34814338,pumpkin,Mid-term
84,29,49,29.94349168,93.90741192,1050,20.39020503,pumpkin,Mid-term
111,5,47,28.03306461,91.47355778,1050,21.17924769,pumpkin,Mid-term
111,5,52,29.8843055,94.0371147,1050,21.0000988,pumpkin,Mid-term
111,15,54,27.7058373,92.91185695,1050,22.06207161,pumpkin,Mid-term
89,11,47,29.78714005,94.65343534,1050,27.8659442,pumpkin,Mid-term
110,15,48,28.57819995,92.86597437,1050,27.5987178,pumpkin,Mid-term
95,30,52,29.48069921,90.33698678,1050,26.0365768,pumpkin,Mid-term
115,12,52,27.51492243,94.96218673,1050,21.01796432,pumpkin,Mid-term
120,25,50,28.05457761,94.81637388,1050,21.84869328,pumpkin,Mid-term
102,11,45,29.03167341,93.12603235,1050,24.15591199,pumpkin,Mid-term
94,5,55,28.5854649,91.89216849,1050,26.88372572,pumpkin,Mid-term
84,18,46,27.08808014,93.42402083,1050,25.32159689,pumpkin,Mid-term
107,22,54,27.99611732,90.84660317,1050,21.61893763,pumpkin,Mid-term
80,18,52,27.87317436,91.14849627,1050,24.05207925,pumpkin,Mid-term
86,18,45,28.96586565,90.71832938,1050,22.25838137,pumpkin,Mid-term
113,28,48,28.87726019,92.48839665,1050,24.44267592,pumpkin,Mid-term
115,18,53,29.17052093,94.19790371,1050,22.06994464,pumpkin,Mid-term
82,20,54,29.34033587,90.01506395,1050,21.44532907,pumpkin,Mid-term
98,22,47,29.07265321,91.91533173,1050,28.83568362,pumpkin,Mid-term
117,25,54,28.68275966,92.50969311,1050,29.11187663,pumpkin,Mid-term
83,15,49,28.92705913,91.39356832,1050,23.20076686,pumpkin,Mid-term
120,16,51,27.99901833,91.64193051,1050,23.28618248,pumpkin,Mid-term
111,5,50,27.59350075,91.79742953,1050,24.84266123,pumpkin,Mid-term
85,21,47,29.87331077,90.60932469,1050,24.69720481,pumpkin,Mid-term
90,23,54,28.55852465,90.45773041,1050,27.26588346,pumpkin,Mid-term
99,29,55,29.19378695,91.46241065,1050,26.48240255,pumpkin,Mid-term
102,11,47,27.98780984,92.78226196,1050,27.14509034,pumpkin,Mid-term
80,18,51,28.05380704,91.81758779,1050,20.76582087,pumpkin,Mid-term
87,21,52,27.3506296,94.2911951,1050,27.21244021,pumpkin,Mid-term
114,8,52,29.34081108,94.5513539,1050,28.22908103,pumpkin,Mid-term
99,6,46,28.61475136,94.22253035,1050,28.98574189,pumpkin,Mid-term
89,25,50,27.04863538,91.34685096,1050,25.08146686,pumpkin,Mid-term
96,13,55,29.5275305,94.57459443,1050,21.13545688,pumpkin,Mid-term
82,26,47,28.50416396,93.46806467,1050,24.20007242,pumpkin,Mid-term
106,21,52,28.89578588,94.78993038,1050,23.0362503,pumpkin,Mid-term
90,15,52,27.04927452,91.3821731,1050,23.65747461,pumpkin,Mid-term
106,16,54,28.96017885,91.69532178,1050,24.7458198,pumpkin,Mid-term
24,128,196,22.75088787,90.69489172,1025,110.4317855,Lemon,Short-term
7,144,197,23.8494014,94.34814995,1025,114.0512495,Lemon,Short-term
14,128,205,22.60800988,94.58900601,1025,116.0396587,Lemon,Short-term
8,120,201,21.18667419,91.13435689,1025,122.233323,Lemon,Short-term
20,129,201,23.41044706,91.69913296,1025,116.0777931,Lemon,Short-term
32,137,204,22.86006627,93.12859895,1025,117.7296726,Lemon,Short-term
27,139,205,22.48403042,93.40819246,1025,105.5473627,Lemon,Short-term
0,123,205,22.02775403,92.96129462,1025,121.1349176,Lemon,Short-term
22,144,196,21.91191314,91.68748063,1025,117.0761277,Lemon,Short-term
1,124,199,23.71059131,93.27392415,1025,112.6676589,Lemon,Short-term
30,122,197,21.37784654,92.72043743,1025,106.1417017,Lemon,Short-term
29,121,196,22.84852833,94.32130209,1025,123.5977843,Lemon,Short-term
13,126,204,23.1094265,92.79630809,1025,108.183792,Lemon,Short-term
9,139,199,23.25230817,94.54128292,1025,105.3558408,Lemon,Short-term
0,133,200,23.67287749,90.4935574,1025,104.2298028,Lemon,Short-term
30,143,199,23.76881552,90.59810302,1025,102.2648546,Lemon,Short-term
36,140,198,23.34386401,91.47684705,1025,104.4267991,Lemon,Short-term
37,137,199,22.63946441,90.18451645,1025,108.3405879,Lemon,Short-term
33,121,203,22.45696744,94.76285385,1025,114.8407725,Lemon,Short-term
7,144,195,22.96388477,93.58065995,1025,104.6472986,Lemon,Short-term
35,128,205,21.07273439,93.56585985,1025,107.8737015,Lemon,Short-term
29,128,198,22.44075021,92.70785115,1025,121.4977331,Lemon,Short-term
2,143,196,22.71271308,90.45261746,1025,109.8852597,Lemon,Short-term
34,140,198,21.70416965,93.44006288,1025,115.1781396,Lemon,Short-term
29,144,204,22.43324518,92.48667725,1025,119.1025189,Lemon,Short-term
32,141,203,21.25941052,92.84416234,1025,109.0658471,Lemon,Short-term
13,144,197,22.9215706,94.89613443,1025,105.6941544,Lemon,Short-term
25,143,198,22.81212536,91.51861705,1025,107.855225,Lemon,Short-term
9,137,200,21.12152071,90.6878768,1025,102.8017203,Lemon,Short-term
6,144,198,21.11478672,90.31528693,1025,104.5086618,Lemon,Short-term
37,126,196,23.59997268,90.97597665,1025,107.1728191,Lemon,Short-term
2,120,203,23.12652652,94.71203306,1025,108.6211833,Lemon,Short-term
11,143,197,22.98458907,93.3204487,1025,122.1952483,Lemon,Short-term
10,141,201,22.12659387,90.97818277,1025,104.5412275,Lemon,Short-term
24,142,202,22.53779727,91.48135786,1025,101.8474768,Lemon,Short-term
23,138,195,22.49095104,91.70292746,1025,124.3915101,Lemon,Short-term
18,125,204,22.35548159,94.47811755,1025,116.7366261,Lemon,Short-term
13,121,196,22.20700989,93.50574163,1025,120.1593771,Lemon,Short-term
26,122,202,22.44516988,94.73763514,1025,107.1843273,Lemon,Short-term
28,123,202,22.76643029,92.12438519,1025,120.4359949,Lemon,Short-term
26,121,201,22.19109412,90.02575116,1025,112.3126628,Lemon,Short-term
21,137,196,23.6119202,91.70293849,1025,123.5900822,Lemon,Short-term
21,135,198,23.86087054,94.92048112,1025,105.0241329,Lemon,Short-term
5,144,205,21.42177231,92.62665309,1025,102.8045658,Lemon,Short-term
2,123,205,22.36629253,90.78572467,1025,124.9831618,Lemon,Short-term
15,133,199,23.99686172,91.61001707,1025,117.6102915,Lemon,Short-term
31,130,198,21.80129837,92.73446667,1025,120.0586671,Lemon,Short-term
25,143,200,23.80436344,92.80441624,1025,100.6192543,Lemon,Short-term
16,143,204,23.71475278,91.53331177,1025,121.8961665,Lemon,Short-term
19,122,202,23.34467359,90.37981478,1025,112.8954016,Lemon,Short-term
10,125,196,22.31253665,90.03577124,1025,113.0688155,Lemon,Short-term
20,139,202,23.50201428,92.21083961,1025,107.9868949,Lemon,Short-term
28,123,198,23.46260321,91.45665004,1025,111.7763395,Lemon,Short-term
28,136,200,23.06204373,92.39544055,1025,114.7399101,Lemon,Short-term
2,131,199,22.47420512,91.22759742,1025,124.2179699,Lemon,Short-term
2,140,197,22.69780133,92.82223419,1025,105.0508234,Lemon,Short-term
27,138,201,23.66682067,93.90191078,1025,105.4004751,Lemon,Short-term
30,127,204,22.50050273,92.45878335,1025,100.9343903,Lemon,Short-term
32,145,203,23.83053666,90.84422164,1025,109.5966791,Lemon,Short-term
29,139,205,23.64142354,93.74461474,1025,116.6912176,Lemon,Short-term
26,126,195,21.41363812,92.99124545,1025,118.3979065,Lemon,Short-term
40,136,202,22.85267372,94.5764581,1025,117.5314026,Lemon,Short-term
6,124,200,22.98208095,93.84505029,1025,109.5852253,Lemon,Short-term
35,138,200,21.19909519,90.80819418,1025,103.6838922,Lemon,Short-term
17,136,196,23.87192332,90.49939035,1025,103.0548094,Lemon,Short-term
33,134,205,21.0365275,94.33919546,1025,114.7412734,Lemon,Short-term
16,143,197,22.61711614,93.51978375,1025,116.9256766,Lemon,Short-term
27,120,200,21.45278675,90.74531921,1025,116.7036582,Lemon,Short-term
29,145,205,22.81227579,92.12992101,1025,109.3383552,Lemon,Short-term
3,141,197,21.98141856,91.12719303,1025,115.4789148,Lemon,Short-term
15,123,204,22.52709326,92.54780429,1025,115.3830068,Lemon,Short-term
5,136,195,22.35628673,91.92360477,1025,107.7697413,Lemon,Short-term
10,136,204,21.19852186,92.15595143,1025,105.8554351,Lemon,Short-term
7,141,195,23.8812458,93.45067555,1025,104.9116663,Lemon,Short-term
2,129,201,22.78234161,94.36803516,1025,122.1449949,Lemon,Short-term
29,138,197,22.19055385,92.43764169,1025,121.6622761,Lemon,Short-term
30,137,200,22.91430043,90.70475565,1025,118.6044645,Lemon,Short-term
29,132,204,23.08950736,90.22507299,1025,108.2166601,Lemon,Short-term
14,139,197,21.72484506,92.83975602,1025,121.6961761,Lemon,Short-term
18,125,203,22.44307715,91.59234006,1025,102.5565807,Lemon,Short-term
33,143,204,21.1316077,91.95769858,1025,122.5391946,Lemon,Short-term
40,144,196,22.71750705,92.25479855,1025,107.0289866,Lemon,Short-term
9,143,197,23.75033085,92.88160462,1025,117.6602827,Lemon,Short-term
38,135,203,23.76121837,93.661643,1025,100.825956,Lemon,Short-term
28,130,196,22.13450646,94.67695747,1025,112.9203223,Lemon,Short-term
35,142,203,21.17089176,90.23730166,1025,123.6495149,Lemon,Short-term
12,129,205,22.36238282,91.15761594,1025,118.6832725,Lemon,Short-term
1,135,203,22.77856513,92.70124029,1025,113.7759219,Lemon,Short-term
0,145,205,21.22503442,90.09877774,1025,113.9760462,Lemon,Short-term
31,121,201,23.15791104,90.34396882,1025,110.712841,Lemon,Short-term
35,131,203,22.42776057,93.91722423,1025,102.7230739,Lemon,Short-term
29,140,195,23.64082979,90.95257927,1025,116.7431319,Lemon,Short-term
33,138,198,22.29423493,90.69033986,1025,122.7418744,Lemon,Short-term
14,140,197,23.35225078,90.90054697,1025,113.0381382,Lemon,Short-term
35,145,195,22.03911546,94.58075845,1025,110.9804014,Lemon,Short-term
40,120,197,23.80593812,92.48879468,1025,119.6335548,Lemon,Short-term
25,132,198,22.31944084,90.85174383,1025,100.1173443,Lemon,Short-term
31,137,196,22.14464104,93.82567435,1025,120.6310784,Lemon,Short-term
36,144,196,23.65167552,94.50528753,1025,115.3611268,Lemon,Short-term
10,140,197,22.16939473,90.27185592,1025,124.4683112,Lemon,Short-term
22,30,12,15.78144173,92.51077745,1025,119.035002,orange,Short-term
37,6,13,26.03097313,91.50819306,1025,101.2847738,orange,Short-term
27,13,6,13.36050601,91.35608208,1025,111.2266885,orange,Short-term
7,16,9,18.87957654,92.04304496,1025,114.6659511,orange,Short-term
20,7,9,29.47741671,91.57802915,1025,111.1727497,orange,Short-term
26,27,10,28.06903173,92.91487288,1025,114.1339416,orange,Short-term
5,23,15,25.66901098,92.04670813,1025,112.5424199,orange,Short-term
0,18,14,29.77149434,92.00719952,1025,114.4161786,orange,Short-term
39,24,14,30.55472573,90.90343769,1025,106.0711985,orange,Short-term
13,23,6,23.96147583,90.26408017,1025,102.6958703,orange,Short-term
21,17,15,23.98289638,91.5473145,1025,118.4901697,orange,Short-term
33,12,8,25.26052689,90.31153735,1025,117.3695296,orange,Short-term
6,9,12,31.08368929,90.14362642,1025,109.6894658,orange,Short-term
